#t,fmu0_p.e,fmu0_zChassis,fmu1_p.e,fmu1_p1.f,fmu1_zWheel,fmu2_p.f,fmu2_zGround
+1.3100000000000001e+00,+3.7039628051413665e+03,+1.1605473878182919e+00,+1.2136677860030893e+03,-5.5274476181035814e-01,+6.5394900587000726e-01,+2.1601093358469825e-08,+1.0000000000000001e-01
+1.3200000000000001e+00,+2.5900405117251958e+03,+1.1661625729065230e+00,+2.5208048407932019e+03,-1.1316915618235499e+00,+6.4523475905723238e-01,+1.1523927589962568e-08,+1.0000000000000001e-01
+1.3300000000000001e+00,+1.8146602986512166e+03,+1.1713719940169898e+00,+4.2046133751449634e+03,-1.0381445459649206e+00,+6.3400936894513960e-01,+6.1478786506086180e-09,+1.0000000000000001e-01
+1.3400000000000001e+00,+1.7344354277436507e+03,+1.1760664396758698e+00,+5.3078549998547433e+03,-3.8335562200851925e-01,+6.2665442484278255e-01,+3.2798208593476375e-09,+1.0000000000000001e-01
+1.3500000000000001e+00,+2.3063133034161692e+03,+1.1802964033554941e+00,+5.2700292666796804e+03,+4.3253816730879741e-01,+6.2690659643055924e-01,+1.7497452375891953e-09,+1.0000000000000001e-01
+1.3600000000000001e+00,+3.1461963809292224e+03,+1.1842250161656978e+00,+4.1903973042034440e+03,+9.5932025289027911e-01,+6.3410414286481986e-01,+9.3346841367747402e-10,+1.0000000000000001e-01
+1.3700000000000001e+00,+3.7638837776637129e+03,+1.1880257835576145e+00,+2.7162895990735146e+03,+9.4084913477880983e-01,+6.4393152757515681e-01,+4.9799453449850262e-10,+1.0000000000000001e-01
+1.3799999999999999e+00,+3.8335235369984612e+03,+1.1917844997255249e+00,+1.6495996594895066e+03,+4.3410506158872397e-01,+6.5104279384410257e-01,+2.6567548161438026e-10,+1.0000000000000001e-01
+1.3899999999999999e+00,+3.3524270997665535e+03,+1.1954571885848262e+00,+1.5061027135377992e+03,-2.4908265578448813e-01,+6.5199944015314271e-01,+1.4173551221574598e-10,+1.0000000000000001e-01
+1.3999999999999999e+00,+2.6136615788828722e+03,+1.1989014643945106e+00,+2.2664131851565930e+03,-7.3078092302702247e-01,+6.4693070367712202e-01,+7.5614181582750462e-11,+1.0000000000000001e-01
+1.4099999999999999e+00,+2.0236298582245049e+03,+1.2019580647659782e+00,+3.4340604877048290e+03,-7.7404554904269329e-01,+6.3914638832756754e-01,+4.0339287465940288e-11,+1.0000000000000001e-01
+1.4199999999999999e+00,+1.8755864651466995e+03,+1.2045346713992928e+00,+4.3423577712615233e+03,-3.9647494878220357e-01,+6.3309107310426560e-01,+2.1521451287753735e-11,+1.0000000000000001e-01
+1.4299999999999999e+00,+2.2035942055663572e+03,+1.2066471873856806e+00,+4.5244945494093527e+03,+1.6187957127598487e-01,+6.3187682791683197e-01,+1.1480594253043819e-11,+1.0000000000000001e-01
+1.4399999999999999e+00,+2.7874915421652609e+03,+1.2084002875362430e+00,+3.9441865649900715e+03,+5.8616589549814080e-01,+6.3574554781307702e-01,+6.1257665606717637e-12,+1.0000000000000001e-01
+1.4500000000000000e+00,+3.2927499420435847e+03,+1.2099230080708221e+00,+2.9765372798373319e+03,+6.6102756771304205e-01,+6.4219654304749085e-01,+3.2676084060767607e-12,+1.0000000000000001e-01
+1.4600000000000000e+00,+3.4587283051175405e+03,+1.2112976687140120e+00,+2.1715916636050806e+03,+3.7637736538017669e-01,+6.4756284715573909e-01,+1.7434942378713458e-12,+1.0000000000000001e-01
+1.4700000000000000e+00,+3.2307854927379076e+03,+1.2125205507838399e+00,+1.9458514832457583e+03,-8.5547103357631063e-02,+6.4906778169148571e-01,+9.3081098384573124e-13,+1.0000000000000001e-01
+1.4800000000000000e+00,+2.7709293257912568e+03,+1.2135124184218344e+00,+2.3724079595379344e+03,-4.6435995320338896e-01,+6.4622407184954711e-01,+4.9560355819266988e-13,+1.0000000000000001e-01
+1.4900000000000000e+00,+2.3521729128617503e+03,+1.2141688196488076e+00,+3.1726174258338406e+03,-5.6711785302930351e-01,+6.4088934207424608e-01,+2.6467716907063732e-13,+1.0000000000000001e-01
+1.5000000000000000e+00,+2.2032179488259499e+03,+1.2144198231264152e+00,+3.8957657260242863e+03,-3.6501409461426759e-01,+6.3606835340631240e-01,+1.4210854715202004e-13,+1.0000000000000001e-01
+1.5100000000000000e+00,+2.3905835536650552e+03,+1.2142665298603630e+00,+4.1742979630556929e+03,+5.9370314768691429e-03,+6.3421147182610438e-01,+7.5495165674510645e-14,+1.0000000000000001e-01
+1.5200000000000000e+00,+2.7975898379853033e+03,+1.2137769767364541e+00,+3.9119947576599384e+03,+3.3202174581281613e-01,+6.3596015986207677e-01,+3.9968028886505635e-14,+1.0000000000000001e-01
+1.5300000000000000e+00,+3.2027414376010775e+03,+1.2130472172806508e+00,+3.3109008158235533e+03,+4.4253765697412889e-01,+6.3996745280765310e-01,+2.0428103653102880e-14,+1.0000000000000001e-01
+1.5400000000000000e+00,+3.4069119909732199e+03,+1.2121513860686659e+00,+2.7370604688350995e+03,+2.9683407520590910e-01,+6.4379305512090967e-01,+1.1546319456101628e-14,+1.0000000000000001e-01
+1.5500000000000000e+00,+3.3372661722763396e+03,+1.2111082923733045e+00,+2.5109236144694219e+03,-5.6506742213535644e-03,+6.4530063415001426e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.5600000000000001e+00,+3.0746711366198861e+03,+1.2098808298773958e+00,+2.7407257254221786e+03,-2.9082652710570578e-01,+6.4376862007699598e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.5700000000000001e+00,+2.7968328424734191e+03,+1.2084055648267027e+00,+3.2837099694489357e+03,-4.0929145179976423e-01,+6.4014872511681775e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.5800000000000001e+00,+2.6749508275791895e+03,+1.2066340336861328e+00,+3.8444269043024005e+03,-3.1366309078115684e-01,+6.3641061221779494e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.5900000000000001e+00,+2.7830574047659384e+03,+1.2045626952016271e+00,+4.1455476197222979e+03,-7.4697619436466356e-02,+6.3440314078166249e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6000000000000001e+00,+3.0671743786337038e+03,+1.2022365787294758e+00,+4.0737843875314029e+03,+1.6692252814964165e-01,+6.3488156232960202e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6100000000000001e+00,+3.3853693139927709e+03,+1.1997270083585696e+00,+3.7254575307450013e+03,+2.8172444071300029e-01,+6.3720374137484492e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6200000000000001e+00,+3.5910599078208361e+03,+1.1970975492947069e+00,+3.3364064779726350e+03,+2.1937194122082820e-01,+6.3979741505999410e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6299999999999999e+00,+3.6113588881844653e+03,+1.1943773303252780e+00,+3.1438797428569328e+03,+2.8400879822673399e-02,+6.4108092662743221e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6399999999999999e+00,+3.4791942723982920e+03,+1.1915552599229033e+00,+3.2599996089960005e+03,-1.7844311651610653e-01,+6.4030679418650538e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6499999999999999e+00,+3.3062308261483390e+03,+1.1885963240892650e+00,+3.6231319972351794e+03,-2.8995687141630860e-01,+6.3788591159824426e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6599999999999999e+00,+3.2162918117964937e+03,+1.1854692924809251e+00,+4.0460984458082239e+03,-2.5554308355470179e-01,+6.3506613527442390e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6699999999999999e+00,+3.2782504009670843e+03,+1.1821700386262113e+00,+4.3269217297430696e+03,-1.0673852691364127e-01,+6.3319398004819161e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6799999999999999e+00,+3.4741647271139282e+03,+1.1787284246685668e+00,+4.3575676442194417e+03,+6.6904120159910985e-02,+6.3298967395168271e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.6899999999999999e+00,+3.7164754816112918e+03,+1.1751965263778472e+00,+4.1729717206673940e+03,+1.7066754458328290e-01,+6.3422031344202978e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7000000000000000e+00,+3.9007324978857614e+03,+1.1716261068436638e+00,+3.9195801760041841e+03,+1.5555376078336178e-01,+6.3590959040645123e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7100000000000000e+00,+3.9626101087478842e+03,+1.1680482655837365e+00,+3.7673358709507838e+03,+4.0287465879429371e-02,+6.3692455244014057e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7200000000000000e+00,+3.9084758056409269e+03,+1.1644658785987343e+00,+3.8170123358101082e+03,-1.0469765892805094e-01,+6.3659337600774524e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7300000000000000e+00,+3.8055989370173138e+03,+1.1608616886884546e+00,+4.0526434821114631e+03,-1.9937181347636201e-01,+6.3502250169906971e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7400000000000000e+00,+3.7408140797585179e+03,+1.1572163191788236e+00,+4.3603496097029474e+03,-1.9757250319754502e-01,+6.3297112751512652e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7500000000000000e+00,+3.7724607122885936e+03,+1.1535257131378027e+00,+4.5976122761240676e+03,-1.0855955006609194e-01,+6.3138937640565251e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7600000000000000e+00,+3.9017851258061933e+03,+1.1498087436634306e+00,+4.6716165238953208e+03,+1.2858308523572629e-02,+6.3089601475384427e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7700000000000000e+00,+4.0772925693007023e+03,+1.1461018001499934e+00,+4.5841447809252022e+03,+9.9564235804850604e-02,+6.3147915970697843e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7800000000000000e+00,+4.2267923319674119e+03,+1.1424443750238440e+00,+4.4221076770074642e+03,+1.0895990288657909e-01,+6.3255940706643021e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.7900000000000000e+00,+4.2976048539149479e+03,+1.1388641082801894e+00,+4.3036045263903479e+03,+4.3452671714663937e-02,+6.3334942807054428e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8000000000000000e+00,+4.2827977407836579e+03,+1.1353692820461823e+00,+4.3121978356571626e+03,-5.4845138100504863e-02,+6.3329213934209871e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8100000000000001e+00,+4.2207304863456748e+03,+1.1319520790505628e+00,+4.4554437953004299e+03,-1.3008158232357889e-01,+6.3233716627781045e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8200000000000001e+00,+4.1705323986575795e+03,+1.1285998938816393e+00,+4.6675911702366184e+03,-1.4362780202769401e-01,+6.3092285044490259e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8300000000000001e+00,+4.1787163278046746e+03,+1.1253079419401799e+00,+4.8510702143941198e+03,-9.3108636533695138e-02,+6.2969965681718609e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8400000000000001e+00,+4.2554930537899372e+03,+1.1220863241196910e+00,+4.9312227182083097e+03,-1.0434731873132888e-02,+6.2916530679175819e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8500000000000001e+00,+4.3725301037770914e+03,+1.1189582685765957e+00,+4.8939552004431098e+03,+5.8242271217329208e-02,+6.2941375691019297e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8600000000000001e+00,+4.4814344295576857e+03,+1.1159512617348812e+00,+4.7877940210090783e+03,+7.8367082822451958e-02,+6.3012149810641993e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8700000000000001e+00,+4.5412699921014264e+03,+1.1130864145890547e+00,+4.6924252485458010e+03,+4.4338798334441973e-02,+6.3075728992284186e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8799999999999999e+00,+4.5396545590710630e+03,+1.1103718739372397e+00,+4.6734585884490307e+03,-2.0094474475308797e-02,+6.3088373432348710e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8899999999999999e+00,+4.4967775147849497e+03,+1.1078034175308271e+00,+4.7487269137379326e+03,-7.7100614980876406e-02,+6.3038194548822768e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.8999999999999999e+00,+4.4517238962565680e+03,+1.1053712687288855e+00,+4.8830329016633059e+03,-9.6164039982234148e-02,+6.2948657223539206e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9099999999999999e+00,+4.4399642759327071e+03,+1.1030689424611178e+00,+5.0116007759875338e+03,-6.9681324178671997e-02,+6.2862945307323070e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9199999999999999e+00,+4.4747824420650186e+03,+1.1008992278618546e+00,+5.0771865011189302e+03,-1.4967353512963813e-02,+6.2819221490568811e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9299999999999999e+00,+4.5421766641782215e+03,+1.0988743752667347e+00,+5.0598712676715249e+03,+3.7183248617662770e-02,+6.2830764979533726e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9399999999999999e+00,+4.6107464452365766e+03,+1.0970109035153011e+00,+4.9843301328871385e+03,+6.0090087544540718e-02,+6.2881125736056664e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9500000000000000e+00,+4.6499639633708221e+03,+1.0953222714956978e+00,+4.9027163305490776e+03,+4.5020619081719879e-02,+6.2935534937615345e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9600000000000000e+00,+4.6463547427342892e+03,+1.0938135065012720e+00,+4.8644490768928054e+03,+4.2344724434574760e-03,+6.2961046440052881e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9700000000000000e+00,+4.6091599904237646e+03,+1.0924804760991342e+00,+4.8901574619495686e+03,-3.7419347056133825e-02,+6.2943907516681719e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9800000000000000e+00,+4.5634047204571689e+03,+1.0913137794686461e+00,+4.9632807828210916e+03,-5.6857437775301965e-02,+6.2895158636100690e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+1.9900000000000000e+00,+4.5351857575566582e+03,+1.0903047781063107e+00,+5.0422211750063234e+03,-4.4895870613786908e-02,+6.2842531707977212e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0000000000000000e+00,+4.5377059503394667e+03,+1.0894503692043400e+00,+5.0847446152178436e+03,-9.9015018770033190e-03,+6.2814182747836211e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0099999999999998e+00,+4.5654227467737628e+03,+1.0887540784649345e+00,+5.0705468085643261e+03,+2.8226106167821563e-02,+6.2823647952271922e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0200000000000000e+00,+4.5987019155431535e+03,+1.0882232257024664e+00,+5.0101342604593456e+03,+4.9675424048729419e-02,+6.2863922984341902e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0299999999999998e+00,+4.6155612498867849e+03,+1.0878640301963813e+00,+4.9365136466906579e+03,+4.5259881250087938e-02,+6.2913003393521050e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0400000000000000e+00,+4.6036193968436019e+03,+1.0876774537932297e+00,+4.8856478220742001e+03,+2.0358209007315324e-02,+6.2946913943265348e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0499999999999998e+00,+4.5658701675251941e+03,+1.0876579380993621e+00,+4.8770853200496440e+03,-9.2508038677243699e-03,+6.2952622277948411e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0600000000000001e+00,+4.5177591148667352e+03,+1.0877954597017234e+00,+4.9050598531012647e+03,-2.6718342757260000e-02,+6.2933972589247322e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0699999999999998e+00,+4.4778947119741206e+03,+1.0880795238147429e+00,+4.9438635633651675e+03,-2.3192476167250613e-02,+6.2908103449071417e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0800000000000001e+00,+4.4579070367496797e+03,+1.0885028085660082e+00,+4.9633594571877838e+03,-1.8185094077891844e-03,+6.2895106186523020e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.0899999999999999e+00,+4.4569287180131951e+03,+1.0890625628841728e+00,+4.9454696783906866e+03,+2.5004718717145914e-02,+6.2907032705721089e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1000000000000001e+00,+4.4632235815068416e+03,+1.0897592266959779e+00,+4.8927745278229186e+03,+4.3050088582991183e-02,+6.2942162806099600e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1099999999999999e+00,+4.4614578656119975e+03,+1.0905932687889177e+00,+4.8253482445905365e+03,+4.3998260605288879e-02,+6.2987113661587868e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1200000000000001e+00,+4.4412392862251245e+03,+1.0915620981559224e+00,+4.7685656308215921e+03,+2.9338394560318067e-02,+6.3024968737433851e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1299999999999999e+00,+4.4022646809551088e+03,+1.0926587002811803e+00,+4.7391764177958703e+03,+8.6991938409277294e-03,+6.3044561546117661e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1400000000000001e+00,+4.3536382435206615e+03,+1.0938725844714035e+00,+4.7372152732155273e+03,-6.0041793572928638e-03,+6.3045868975837893e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1499999999999999e+00,+4.3082433099356258e+03,+1.0951923459803710e+00,+4.7475332770856467e+03,-7.1179351718243591e-03,+6.3038990306591158e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1600000000000001e+00,+4.2756051813342765e+03,+1.0966083493649879e+00,+4.7492766988100020e+03,+5.0556068405041444e-03,+6.3037828025441578e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1699999999999999e+00,+4.2571790214128841e+03,+1.0981141084223178e+00,+4.7275574464547381e+03,+2.3128707310507875e-02,+6.3052307527011753e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1800000000000002e+00,+4.2463547598431824e+03,+1.0997057592000254e+00,+4.6809064371354843e+03,+3.7193366323792186e-02,+6.3083408199891244e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.1899999999999999e+00,+4.2327552270347878e+03,+1.1013800916688339e+00,+4.6209181014857832e+03,+4.0320912344924444e-02,+6.3123400423657694e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2000000000000002e+00,+4.2081559995487742e+03,+1.1031323314177972e+00,+4.5649719512590054e+03,+3.1984834784947444e-02,+6.3160697857142223e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2100000000000000e+00,+4.1707305102610544e+03,+1.1049548894453654e+00,+4.5265236153289825e+03,+1.7769993187673819e-02,+6.3186330081095599e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2200000000000002e+00,+4.1255097372641794e+03,+1.1068376739377523e+00,+4.5083507730493848e+03,+5.8544192814014529e-03,+6.3198445309282003e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2300000000000000e+00,+4.0811493826320748e+03,+1.1087696732325085e+00,+4.5020857250112904e+03,+2.4246974740043240e-03,+6.3202622007974074e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2400000000000002e+00,+4.0450549327555045e+03,+1.1107408681902056e+00,+4.4937222249787073e+03,+8.5607836682496420e-03,+6.3208197674662459e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2500000000000000e+00,+4.0196062245043281e+03,+1.1127434406415191e+00,+4.4716315891979684e+03,+2.0117537123488852e-02,+6.3222924765182975e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2599999999999998e+00,+4.0013931405192052e+03,+1.1147717112596300e+00,+4.4325964769970351e+03,+3.0398594899964236e-02,+6.3248948173316932e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2700000000000000e+00,+3.9836004450481287e+03,+1.1168209668662386e+00,+4.3828269099520330e+03,+3.3949909305228496e-02,+6.3282127884680273e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2799999999999998e+00,+3.9599909691269668e+03,+1.1188859137667391e+00,+4.3338652784163323e+03,+2.9353472353983188e-02,+6.3314768972370739e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2900000000000000e+00,+3.9282238524953450e+03,+1.1209596266657100e+00,+4.2960163423886579e+03,+1.9623164349715855e-02,+6.3340001596389195e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.2999999999999998e+00,+3.8908005332082566e+03,+1.1230335208497633e+00,+4.2730206069039150e+03,+1.0205976864678095e-02,+6.3355332086712357e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.3100000000000001e+00,+3.8533464551552734e+03,+1.1250982830139438e+00,+4.2606956939956899e+03,+5.8663866553571847e-03,+6.3363548695317851e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.3199999999999998e+00,+3.8213809068536393e+03,+1.1271451910290462e+00,+4.2499147655053584e+03,+8.2121971317809048e-03,+6.3370735980978077e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.3300000000000001e+00,+3.7974294372772206e+03,+1.1291670962045492e+00,+4.2319492282156370e+03,+1.5121752109982445e-02,+6.3382713005837910e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+2.3399999999999999e+00,+3.7799854326694635e+03,+1.1311585855558364e+00,+4.2031203543880338e+03,+2.2207764158676611e-02,+6.3401932255056304e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
